20
1    0.5264    0.9807  2 14
2    0.8683    0.2912  2 14
3     0.313   0.08603  2 14
4    0.1593    0.9429  2 14
5    0.3318    0.7315  22 34
6    0.3797     0.998  2 14
7    0.7045    0.3191  22 34
8    0.7699    0.5815  2 14
9    0.8507    0.5575  22 34
10    0.4258    0.3595  22 34
11    0.4982    0.8167  2 14
12    0.4522    0.6387  22 34
13    0.6419    0.1692  22 34
14    0.8549     0.903  2 14
15    0.2315    0.5277  22 34
16    0.3644    0.9658  22 34
17    0.7283    0.2042  22 34
18    0.6209    0.1905  12 24
19   0.08084    0.9935  22 34
20    0.1347    0.2932  2 14
 The overall mean of the demand for this small instance is 18.5
Locations for this instance are r
